id,gender,customer_type,age,type_of_travel,travel_class,flight_distance,inflight_wifi_service,departure_arrival_time_convenient,ease_of_online_booking,gate_location,food_and_drink,online_boarding,seat_comfort,inflight_entertainment,on_board_service,leg_room_service,baggage_handling,checkin_service,inflight_service,cleanliness,departure_delay_in_minutes,arrival_delay_in_minutes,class
42763,Male,disloyal Customer,28,Business travel,Eco,493,1,0,1,4,2,,2,,4,1,4,1,4,2,0,0,neutral
106315,Male,Loyal Customer,57,Personal Travel,Eco,998,3,3,3,5,3,,3,3,5,5,1,1,1,3,25,,neutral
121560,Male,disloyal Customer,24,,Eco,936,,4,4,4,2,4,2,2,4,5,5,4,4,2,9,,neutral
117304,Female,disloyal Customer,22,Business travel,Business,304,5,4,4,1,4,,4,,5,2,5,4,4,4,0,0,satisfied
32797,Male,disloyal Customer,37,Business travel,,163,3,0,3,1,3,3,3,3,3,5,5,3,1,3,5,5,neutral
82231,Male,Loyal Customer,39,Business travel,Business,3987,3,1,1,1,3,3,3,4,2,1,1,3,1,3,,,neutral
126196,Female,Loyal Customer,42,Business travel,Business,631,2,2,2,2,2,,5,2,2,2,2,3,2,4,4,5,satisfied
97362,Female,Loyal Customer,36,Personal Travel,,872,4,2,4,3,2,4,1,,1,2,3,4,3,2,,0,neutral
110053,Female,Loyal Customer,38,Personal Travel,,2039,,4,3,3,1,3,2,,3,3,5,5,5,1,11,13,neutral
28717,Female,disloyal Customer,21,Business travel,,1069,,4,4,4,4,,2,3,3,3,4,2,3,2,0,,neutral
52596,Female,disloyal Customer,22,Business travel,Eco,119,4,0,4,2,4,,2,4,3,3,2,2,2,4,0,,satisfied
82634,Male,Loyal Customer,69,Personal Travel,Eco,528,4,5,4,4,5,4,1,5,5,4,5,3,4,5,0,,dissatisfied
55989,Female,disloyal Customer,19,Business travel,Business,1367,,0,0,3,0,,3,4,5,5,4,3,4,3,0,0,satisfied
92917,Male,Loyal Customer,49,Business travel,,134,2,2,2,2,2,,5,,4,4,5,4,4,3,0,0,satisfied
90334,Female,Loyal Customer,48,Business travel,Business,3416,1,1,1,1,4,4,4,5,5,5,5,4,5,3,,0,satisfied
80553,Male,Loyal Customer,45,Business travel,,1747,3,3,3,3,2,5,4,5,5,5,5,3,5,4,,,satisfied
79286,Female,Loyal Customer,29,Business travel,,2248,4,4,4,4,4,4,4,4,3,5,2,3,4,4,1,,neutral
96244,Male,Loyal Customer,19,Personal Travel,,546,1,5,3,4,5,3,5,,4,3,1,4,4,5,,,neutral
36716,Male,disloyal Customer,28,Business travel,,1121,1,1,1,4,2,1,2,2,3,3,3,3,3,2,0,,dissatisfied
50836,Male,Loyal Customer,9,Personal Travel,Eco,308,,4,4,1,4,4,1,4,4,2,4,4,5,4,0,,satisfied
52027,Male,Loyal Customer,42,Personal Travel,Eco,328,4,4,4,4,4,4,4,,3,5,5,4,5,4,0,0,satisfied
80204,Male,disloyal Customer,27,,Business,2586,5,5,5,1,0,,1,3,3,4,5,1,3,1,0,,satisfied
18096,Female,disloyal Customer,20,Business travel,,488,2,3,2,4,2,,2,,4,4,4,1,3,2,67,60,dissatisfied
38905,Female,Loyal Customer,46,Business travel,Business,2091,4,4,4,4,3,,3,5,5,5,4,3,5,5,0,,satisfied
38985,Female,Loyal Customer,33,Business travel,Business,406,2,4,4,4,3,3,4,2,2,2,2,1,2,4,31,,neutral
125901,Female,Loyal Customer,9,Personal Travel,Eco,1013,4,5,4,5,4,,4,4,5,4,1,4,2,4,12,,neutral
23216,Female,Loyal Customer,48,Business travel,,326,2,2,2,2,5,3,4,1,1,2,1,4,1,3,0,,neutral
42901,Male,Loyal Customer,67,,,2318,1,1,1,1,2,,1,,4,4,4,2,4,2,0,0,satisfied
7222,Female,Loyal Customer,30,Business travel,Business,135,4,4,4,4,4,4,5,4,5,4,4,5,4,4,0,0,satisfied
10773,Female,Loyal Customer,39,Business travel,Business,3454,2,5,5,5,5,4,3,2,2,2,2,3,2,3,0,,neutral
2423,Male,Loyal Customer,13,Personal Travel,Eco,604,3,4,3,3,3,3,3,3,5,3,5,4,5,3,63,66,neutral
117661,Female,Loyal Customer,77,Business travel,Eco,1449,,4,2,4,4,4,3,3,3,3,3,3,3,1,0,,neutral
53703,Female,Loyal Customer,50,Business travel,,2842,,3,3,3,5,,3,2,2,2,2,1,2,1,3,,neutral
105253,Male,Loyal Customer,43,,Business,2106,1,1,1,1,3,5,5,4,4,4,4,5,4,4,5,,satisfied
15326,Male,Loyal Customer,35,,Eco,599,,4,4,4,1,,1,,3,3,3,2,2,1,0,,dissatisfied
28746,Male,Loyal Customer,10,Business travel,,1024,,2,2,2,4,,4,4,1,2,4,1,3,4,0,0,satisfied
26620,Female,Loyal Customer,25,Business travel,Business,515,2,2,2,2,4,4,4,,4,2,3,4,2,4,0,,satisfied
96038,Female,Loyal Customer,9,Business travel,Eco,795,3,4,4,4,3,2,2,3,1,3,4,4,4,3,21,10,dissatisfied
28323,Male,Loyal Customer,45,Business travel,,1588,2,5,5,5,2,4,3,2,2,2,2,2,2,3,16,2,neutral
86290,Male,Loyal Customer,53,Personal Travel,,356,2,4,2,2,5,,5,5,4,2,5,4,5,5,0,0,neutral
117721,Female,Loyal Customer,26,,Eco Plus,1009,3,4,3,5,5,3,5,5,5,1,1,3,5,5,0,9,dissatisfied
23125,Male,Loyal Customer,45,Business travel,,646,5,5,4,4,5,,5,,3,5,1,1,4,5,0,,satisfied
124003,Female,disloyal Customer,43,Business travel,,184,,3,2,2,5,2,5,,4,2,3,1,3,5,0,0,dissatisfied
49212,Female,Loyal Customer,58,Business travel,Business,1621,1,1,1,1,4,3,3,5,5,5,5,5,5,5,,,satisfied
11594,Female,Loyal Customer,7,,Business,1998,2,3,3,3,2,,2,2,3,2,4,1,3,2,15,,neutral
79115,Male,Loyal Customer,19,Personal Travel,,356,3,4,3,3,4,3,4,,3,4,5,5,4,4,0,0,dissatisfied
35005,Female,Loyal Customer,38,Personal Travel,Eco,1182,2,5,2,3,5,2,5,5,5,5,4,3,4,5,0,0,neutral
69218,Male,Loyal Customer,55,Business travel,Business,1592,,2,2,2,4,,4,,5,5,5,5,5,3,0,0,satisfied
48355,Female,disloyal Customer,24,Business travel,Eco,587,2,2,3,4,4,3,3,4,2,5,3,1,4,4,3,,neutral
66955,Female,Loyal Customer,54,Business travel,,3331,,2,2,2,4,,5,5,5,5,5,3,5,3,0,,satisfied
82363,Male,Loyal Customer,54,,Eco,453,5,4,5,5,1,,1,,3,3,4,5,4,1,2,,satisfied
78915,Male,Loyal Customer,42,,Business,1667,1,1,1,1,3,5,4,,4,4,4,5,4,3,51,28,satisfied
74240,Male,Loyal Customer,35,Business travel,,1709,,1,5,1,2,,4,5,5,5,5,4,5,4,0,7,satisfied
54475,Male,Loyal Customer,52,Business travel,,925,3,3,3,3,3,3,3,3,4,4,3,1,4,3,0,0,neutral
36047,Male,Loyal Customer,38,Business travel,Business,399,,3,3,3,3,1,5,,4,4,4,2,4,2,0,,satisfied
94524,Male,Loyal Customer,37,Business travel,Eco,319,3,2,5,2,3,3,3,3,4,5,3,3,4,3,76,56,neutral
60918,Female,Loyal Customer,13,Personal Travel,,888,2,2,2,3,4,2,4,4,1,4,3,3,3,4,7,1,neutral
38644,Female,Loyal Customer,40,Business travel,Business,2611,1,1,4,1,1,1,2,1,1,1,1,4,1,4,0,,neutral
119111,Female,Loyal Customer,61,Personal Travel,,1107,2,4,2,2,2,,5,3,3,2,3,4,3,4,0,0,neutral
98667,Female,Loyal Customer,49,,Eco,920,,4,3,5,4,,4,4,4,3,4,5,4,4,0,,neutral
108471,Male,Loyal Customer,25,Personal Travel,,1444,4,4,4,4,3,,5,,2,2,2,1,4,3,0,7,neutral
61853,Female,Loyal Customer,50,Personal Travel,,1635,,4,1,4,3,4,4,3,3,1,5,4,3,5,1,0,neutral
20915,Female,Loyal Customer,30,,Business,3639,5,5,5,5,2,2,2,,2,2,2,5,5,2,0,,satisfied
94410,Female,disloyal Customer,22,,Eco,273,,4,1,1,2,1,2,2,4,5,4,5,5,2,22,,neutral
48736,Female,Loyal Customer,50,Business travel,Business,1571,4,3,3,3,4,2,2,4,4,4,4,1,4,4,,,neutral
33674,Female,Loyal Customer,25,Business travel,Business,2367,5,5,5,5,2,2,2,2,5,4,4,5,5,2,0,,satisfied
118501,Female,disloyal Customer,22,Business travel,,369,2,4,2,3,5,2,5,5,3,4,4,4,5,5,17,9,neutral
74721,Male,Loyal Customer,15,,Eco,1464,3,5,3,3,1,,2,1,4,5,4,3,4,1,,,neutral
51513,Male,Loyal Customer,42,Business travel,Business,2971,,5,2,2,4,5,4,,4,4,4,4,4,3,0,,satisfied
52166,Female,Loyal Customer,32,Business travel,Business,3465,,2,2,2,4,,4,4,2,2,4,5,5,4,0,2,satisfied
116775,Female,Loyal Customer,28,,Eco Plus,372,4,3,2,4,3,2,3,3,2,1,2,3,4,3,66,49,neutral
76344,Female,Loyal Customer,17,,Business,954,1,3,3,3,1,1,1,4,2,4,4,1,2,1,136,155,neutral
18163,Female,Loyal Customer,63,Personal Travel,Eco,430,3,4,3,4,5,1,3,5,5,3,5,1,5,1,0,,neutral
60599,Female,Loyal Customer,46,Personal Travel,,1558,,3,4,3,3,3,3,4,4,4,4,4,4,4,5,0,neutral
93457,Male,Loyal Customer,57,Personal Travel,,605,3,5,3,5,2,3,2,2,3,5,5,3,5,2,16,18,neutral
68697,Male,Loyal Customer,16,Personal Travel,,237,,3,0,3,1,,1,,4,3,4,3,4,1,0,,neutral
53336,Female,disloyal Customer,26,Business travel,Business,1452,,1,1,2,1,1,1,,3,3,5,3,5,1,0,,neutral
86555,Female,Loyal Customer,51,Business travel,Business,3080,1,5,1,1,4,5,5,,5,5,5,3,5,5,1,0,satisfied
74800,Female,Loyal Customer,15,Business travel,Eco Plus,1205,3,4,4,4,3,3,2,3,2,1,3,1,4,3,0,,neutral
10264,Female,Loyal Customer,13,Personal Travel,Business,201,1,1,1,3,3,1,3,,2,5,3,4,3,3,,0,neutral
70451,Male,Loyal Customer,59,Business travel,Business,2962,0,4,0,4,2,4,5,1,1,1,1,5,1,4,,,satisfied
75646,Female,Loyal Customer,57,Business travel,Business,3644,1,1,1,1,5,4,4,,4,4,4,3,4,5,0,,satisfied
77164,Female,Loyal Customer,58,Personal Travel,,1450,4,3,4,4,4,3,4,2,2,4,2,1,2,4,0,0,satisfied
66126,Female,Loyal Customer,37,Business travel,,2801,,4,4,4,1,,3,,5,4,2,1,5,2,18,,dissatisfied
2828,Female,Loyal Customer,37,Business travel,Business,2620,,1,1,1,2,,4,,2,2,2,5,2,4,0,25,satisfied
12107,Male,disloyal Customer,27,Business travel,Eco,1034,,2,2,1,2,2,2,3,1,4,2,2,3,2,,,neutral
87107,Female,Loyal Customer,59,Personal Travel,Eco,594,,4,1,1,1,1,1,,2,1,2,2,2,4,17,,neutral
119525,Male,Loyal Customer,59,Business travel,,359,2,2,2,2,1,,1,2,2,3,2,2,2,4,,49,neutral
31941,Female,Loyal Customer,53,Business travel,,1654,,5,5,5,4,,5,5,5,5,5,5,5,3,0,0,satisfied
9107,Male,disloyal Customer,14,,,707,5,4,5,5,1,5,1,1,4,4,4,3,4,1,0,0,satisfied
88644,Female,Loyal Customer,64,Personal Travel,,366,,5,1,4,3,,3,4,4,1,4,2,4,5,,,satisfied
49010,Male,Loyal Customer,31,Business travel,Business,2513,,1,3,1,4,5,5,4,5,4,1,5,3,4,0,0,satisfied
40107,Female,Loyal Customer,41,Business travel,,368,5,4,4,4,5,5,5,,4,2,3,5,1,5,0,0,satisfied
109303,Male,Loyal Customer,15,Business travel,Eco,1072,,2,2,2,1,,2,,4,2,3,4,3,1,,0,neutral
86209,Female,Loyal Customer,62,,,306,,1,1,1,2,2,3,,1,1,1,2,1,2,10,5,dissatisfied
10362,Female,disloyal Customer,39,Business travel,Business,247,,2,2,1,2,,2,,4,2,5,4,4,2,0,0,neutral
81657,Male,Loyal Customer,46,,Business,3700,3,3,4,3,5,4,4,,2,5,5,4,4,4,,,satisfied
93650,Female,Loyal Customer,37,,Eco,547,,0,3,3,1,3,5,1,5,2,5,3,4,1,84,,neutral
77808,Female,Loyal Customer,24,Personal Travel,Eco,874,3,1,3,4,4,3,1,4,4,1,3,3,4,4,3,,neutral
9804,Female,Loyal Customer,32,,Business,2089,,5,5,5,4,4,4,4,4,2,4,4,5,4,4,15,satisfied
103390,Female,Loyal Customer,50,Business travel,Business,237,2,2,3,2,4,4,4,,5,5,5,3,5,4,5,0,satisfied
108322,Male,Loyal Customer,56,Business travel,,1844,2,2,2,2,3,4,5,3,3,3,3,5,3,3,42,29,satisfied
71657,Female,Loyal Customer,59,Personal Travel,,1197,1,5,1,1,4,3,5,2,2,1,5,4,2,3,0,0,neutral
127860,Female,disloyal Customer,24,,Eco,1276,3,3,3,4,1,,1,,3,5,5,5,4,1,,,neutral
80502,Male,Loyal Customer,46,,Business,1749,2,2,2,2,2,4,5,,3,3,3,5,3,4,7,,satisfied
18148,Male,disloyal Customer,27,,,229,,2,2,1,4,,4,4,1,3,1,5,1,4,0,,neutral
80474,Male,Loyal Customer,53,Personal Travel,Eco,1299,4,5,4,4,5,,5,5,5,4,4,4,5,5,0,0,neutral
128353,Female,Loyal Customer,41,Business travel,,325,3,3,3,3,3,,4,5,5,5,5,5,5,3,0,0,satisfied
111633,Male,disloyal Customer,27,Business travel,Business,1290,5,5,5,3,3,5,2,3,5,4,5,5,5,3,3,0,satisfied
18512,Male,Loyal Customer,61,Business travel,,383,2,3,3,3,4,,3,,2,2,2,1,2,4,7,,neutral
85951,Male,Loyal Customer,43,,,554,,5,5,5,3,5,4,,4,4,4,3,4,5,0,0,satisfied
87575,Male,disloyal Customer,37,Business travel,Eco,432,3,2,4,4,1,4,1,1,3,5,3,2,4,1,,0,neutral
38453,Female,Loyal Customer,51,,Eco,1226,2,2,5,2,3,,5,2,2,2,2,3,2,4,,0,satisfied
66116,Female,disloyal Customer,24,Business travel,,583,,4,1,3,4,1,4,4,3,2,4,4,5,4,0,,neutral
73168,Male,Loyal Customer,52,Business travel,Business,3218,2,2,2,2,1,,2,4,3,3,4,2,1,2,255,244,neutral
128973,Male,Loyal Customer,13,,Eco,236,2,4,2,3,5,2,5,,1,2,1,1,1,5,3,7,neutral
6052,Female,Loyal Customer,24,Personal Travel,Eco,1041,,5,1,4,1,1,1,1,4,5,4,4,4,1,1,,neutral
117532,Female,Loyal Customer,31,,Business,3331,2,2,2,2,5,,5,5,4,5,5,5,4,5,53,51,satisfied
28591,Male,Loyal Customer,50,Business travel,Eco Plus,2607,5,1,1,1,5,5,5,5,4,3,4,1,1,5,11,0,satisfied
120899,Male,Loyal Customer,48,Business travel,,3991,4,4,4,4,3,5,5,5,5,5,5,5,5,4,0,,satisfied
58468,Male,Loyal Customer,53,Business travel,Business,3395,3,4,4,4,2,4,3,3,3,3,3,3,3,3,0,,neutral
5180,Male,disloyal Customer,22,Business travel,Business,293,0,5,1,1,5,1,5,5,3,2,5,3,4,5,12,,satisfied
86954,Female,Loyal Customer,31,,Business,3890,3,3,3,3,4,,4,4,5,2,4,3,4,4,9,,satisfied
24171,Male,Loyal Customer,42,Business travel,Eco,134,2,2,2,2,2,2,2,2,3,4,3,2,1,2,143,,neutral
11563,Female,Loyal Customer,60,Business travel,,1750,4,4,4,4,3,5,4,3,3,3,3,3,3,4,27,,satisfied
66851,Female,Loyal Customer,46,Personal Travel,Eco,731,,4,3,3,4,,2,,4,3,4,2,4,1,0,1,neutral
84815,Male,disloyal Customer,25,,,516,2,2,3,2,1,3,1,,4,5,3,3,3,1,,0,neutral
53822,Female,Loyal Customer,22,,Business,2971,3,3,3,3,4,,3,4,4,4,3,1,5,4,0,0,satisfied
112343,Female,Loyal Customer,44,,Business,3812,,3,3,3,4,5,5,,5,5,5,3,5,3,5,,satisfied
72079,Male,Loyal Customer,39,Business travel,Business,3404,3,4,4,4,1,4,4,3,3,3,3,4,3,3,,0,neutral
53429,Female,Loyal Customer,53,Business travel,,2358,4,4,4,4,1,3,1,4,4,4,4,3,4,5,1,,satisfied
77452,Female,disloyal Customer,23,Business travel,,507,,4,0,2,4,0,4,4,5,3,5,5,5,4,0,0,satisfied
61915,Male,disloyal Customer,26,Business travel,Eco,550,,2,0,1,1,,1,1,4,1,1,4,2,1,46,,neutral
64101,Male,Loyal Customer,66,Personal Travel,Eco,919,,3,3,3,5,3,5,5,3,3,3,2,4,5,0,,dissatisfied
10320,Female,disloyal Customer,18,Business travel,Eco,667,3,4,3,5,2,3,2,2,4,2,5,5,4,2,75,66,neutral
85227,Female,Loyal Customer,30,Business travel,Business,3998,,3,3,3,4,,4,4,4,4,1,2,1,4,0,0,satisfied
68321,Male,disloyal Customer,43,Business travel,,2165,2,2,2,5,2,,2,2,3,5,5,4,5,2,,,dissatisfied
83576,Male,Loyal Customer,31,Business travel,Business,2988,,4,4,4,1,1,1,1,1,3,4,2,4,1,0,,neutral
126022,Male,disloyal Customer,22,,Business,631,5,2,5,1,2,,2,2,5,5,4,5,5,2,0,0,satisfied
102702,Male,disloyal Customer,16,Business travel,Eco,255,3,2,3,2,4,,4,4,1,3,2,3,3,4,34,,neutral
92720,Female,Loyal Customer,39,Business travel,,2165,2,2,2,2,4,4,5,3,3,3,3,4,3,3,3,,satisfied
126450,Male,Loyal Customer,47,Business travel,,3847,0,0,0,1,2,,4,5,5,5,5,4,5,4,0,,satisfied
42420,Female,Loyal Customer,53,Personal Travel,,315,,2,3,2,2,3,2,,1,3,1,3,1,4,0,0,neutral
74829,Female,Loyal Customer,54,,Business,1171,,3,3,3,5,5,4,3,3,4,3,5,3,4,0,,satisfied
39939,Male,Loyal Customer,23,Business travel,Eco,1087,0,4,0,1,2,0,2,,3,3,2,5,3,2,0,0,satisfied
22352,Female,disloyal Customer,33,Business travel,Eco,143,,4,2,1,4,,4,4,2,4,4,4,1,4,,,neutral
68923,Male,disloyal Customer,23,Business travel,Business,936,4,2,4,1,2,,4,2,3,5,4,4,5,2,0,,satisfied
129842,Male,Loyal Customer,59,Personal Travel,Eco,337,2,4,2,5,4,,4,4,3,4,5,4,4,4,3,12,neutral
78585,Female,Loyal Customer,35,Personal Travel,,630,4,4,4,5,5,4,5,5,4,3,5,5,4,5,0,,neutral
6786,Female,Loyal Customer,31,Business travel,,137,1,2,2,2,1,,1,,1,4,2,3,2,1,0,0,neutral
25850,Male,disloyal Customer,38,Business travel,Eco,484,1,0,1,1,3,1,5,,1,5,3,4,4,3,0,0,neutral
128820,Male,Loyal Customer,56,Business travel,Business,2475,,5,2,5,2,2,2,1,3,1,3,2,2,2,0,,neutral
114136,Female,disloyal Customer,32,Business travel,Business,957,,2,2,1,1,2,1,1,4,2,4,5,4,1,76,83,neutral
32817,Male,Loyal Customer,58,Business travel,Eco,102,,1,3,3,2,2,2,2,4,2,3,1,4,2,0,0,neutral
55773,Female,Loyal Customer,50,Business travel,,599,4,4,4,4,2,4,4,3,3,3,3,3,3,5,0,,satisfied
108281,Female,Loyal Customer,52,,,3669,,3,3,3,5,,4,4,4,4,4,3,4,3,,11,satisfied
64515,Male,Loyal Customer,45,Personal Travel,,354,,5,1,1,4,4,4,2,2,1,2,3,2,3,3,,neutral
122268,Female,Loyal Customer,67,Personal Travel,Eco,573,3,5,3,2,5,,4,3,3,3,3,3,3,3,7,,neutral
86585,Female,disloyal Customer,80,,Business,869,1,1,1,4,3,4,4,3,3,1,5,4,3,2,19,0,neutral
65619,Male,Loyal Customer,65,,,237,,4,4,3,5,,5,,3,4,4,5,4,5,,34,neutral
104523,Male,Loyal Customer,45,Business travel,,2104,4,4,4,4,2,4,5,5,5,5,5,5,5,3,0,0,satisfied
26974,Male,Loyal Customer,42,Business travel,,954,2,2,2,2,4,,1,4,4,4,4,4,4,1,0,0,satisfied
93341,Female,Loyal Customer,22,Business travel,Business,2967,,3,3,3,2,,2,,1,2,3,2,4,2,0,,neutral
71820,Male,disloyal Customer,31,Business travel,Eco,981,,1,1,2,5,1,5,,1,4,1,3,3,5,0,0,neutral
32245,Female,Loyal Customer,31,,Business,101,1,1,5,1,4,4,5,4,4,4,5,5,1,4,0,,satisfied
59675,Male,Loyal Customer,16,Personal Travel,,787,2,4,2,3,3,2,3,3,3,4,4,3,3,3,15,26,neutral
104603,Female,Loyal Customer,26,,Eco,369,1,3,1,3,2,1,2,2,1,4,3,4,4,2,0,,neutral
56782,Male,Loyal Customer,63,Personal Travel,Eco Plus,1068,,3,3,4,5,3,5,5,3,5,4,3,1,5,32,0,neutral
46865,Male,disloyal Customer,25,Business travel,Eco,819,3,3,3,2,3,1,1,5,2,5,3,1,4,1,150,165,neutral
64675,Male,Loyal Customer,21,Business travel,Business,190,,2,2,2,5,5,4,,3,2,4,5,5,5,0,,satisfied
58329,Female,Loyal Customer,29,Personal Travel,,1739,3,5,4,2,4,4,4,,4,4,4,5,5,4,128,,dissatisfied
11989,Male,Loyal Customer,59,Personal Travel,,667,2,3,2,3,4,,4,4,1,1,4,4,3,4,,0,neutral
120915,Female,Loyal Customer,30,Business travel,Business,3940,2,2,2,2,4,4,4,4,5,4,5,4,5,4,46,35,satisfied
53815,Male,Loyal Customer,48,,,191,,1,1,1,5,5,5,5,3,2,5,2,3,5,,,satisfied
51227,Male,disloyal Customer,23,Business travel,,373,2,4,2,3,2,2,2,2,3,4,5,3,2,2,58,,neutral
127445,Female,Loyal Customer,33,Personal Travel,Eco Plus,872,2,2,2,4,2,2,2,,3,1,4,3,3,2,0,19,neutral
38713,Male,Loyal Customer,29,Personal Travel,,2342,2,5,2,4,4,2,4,4,4,3,2,4,1,4,0,25,neutral
62397,Male,Loyal Customer,58,Personal Travel,Eco,2704,2,1,2,3,4,,4,4,2,4,3,2,2,4,10,,dissatisfied
129485,Female,Loyal Customer,37,Business travel,,2004,,1,1,1,3,3,3,2,2,2,2,3,2,1,0,0,neutral
114448,Male,Loyal Customer,56,Business travel,Business,3012,0,0,0,4,2,,4,4,4,4,4,4,4,5,6,0,satisfied
59671,Female,Loyal Customer,22,,Eco,965,,4,2,5,3,2,3,3,5,5,4,4,4,3,26,8,neutral
8695,Male,Loyal Customer,39,Business travel,,181,5,5,5,5,5,5,5,5,3,4,2,3,3,5,0,,satisfied
87704,Male,Loyal Customer,8,Personal Travel,,606,4,4,4,3,2,4,2,2,1,5,3,3,4,2,,0,neutral
68787,Female,Loyal Customer,59,Business travel,Eco,926,4,2,2,2,2,,4,5,5,4,5,4,5,4,,,neutral
67184,Male,Loyal Customer,49,Personal Travel,,929,2,1,3,3,2,,2,,4,2,4,3,4,2,27,18,neutral
121924,Male,Loyal Customer,49,,Business,413,2,2,2,2,2,,5,4,4,4,4,4,4,3,,,satisfied
120056,Female,Loyal Customer,13,Personal Travel,Eco,237,1,4,0,3,3,0,5,,5,2,4,3,5,3,0,0,neutral
73174,Female,Loyal Customer,40,Business travel,Business,1258,,2,2,2,5,4,4,5,5,5,5,5,5,4,0,,satisfied
9871,Male,Loyal Customer,42,Business travel,Business,3968,3,5,5,5,3,,4,3,3,3,3,2,3,4,0,,neutral
59706,Female,Loyal Customer,13,Personal Travel,Eco,861,,5,3,3,2,,2,2,3,3,4,3,4,2,0,21,neutral
94885,Female,disloyal Customer,50,Business travel,Eco,458,3,0,3,4,4,,4,4,3,4,3,4,4,4,0,0,neutral
69082,Male,Loyal Customer,50,Personal Travel,,1389,1,3,1,4,2,,2,2,2,5,2,4,4,2,0,0,neutral
106321,Male,Loyal Customer,53,Business travel,Business,2233,,1,1,1,3,4,5,5,5,5,5,5,5,4,39,35,satisfied
47728,Female,Loyal Customer,20,Business travel,,1590,3,4,4,4,3,3,3,,4,2,3,4,3,3,0,,neutral
64438,Male,Loyal Customer,31,Business travel,,1636,,3,3,3,4,4,4,4,4,3,5,5,5,4,6,,satisfied
62253,Male,Loyal Customer,60,Business travel,Business,2565,,5,5,5,4,4,4,,5,5,5,3,5,5,95,93,satisfied
97628,Male,Loyal Customer,28,Business travel,Eco Plus,764,1,4,4,4,1,,1,1,1,4,4,4,3,1,0,36,neutral
58335,Female,Loyal Customer,46,Business travel,,315,,1,1,1,3,4,4,,5,5,5,3,5,3,0,0,satisfied
27824,Male,Loyal Customer,43,Business travel,,1048,,4,4,4,1,1,1,,3,3,3,4,3,3,0,0,neutral
22923,Male,disloyal Customer,26,Business travel,,528,,1,1,1,5,1,5,5,4,5,4,4,4,5,0,,neutral
89639,Female,disloyal Customer,29,Business travel,Business,1096,,5,5,1,3,5,3,,5,5,4,5,4,3,,,satisfied
76059,Male,disloyal Customer,24,Business travel,Eco,669,,0,0,2,4,,4,,5,5,5,3,5,4,10,4,satisfied
34533,Male,Loyal Customer,23,Business travel,Business,1924,,5,1,5,2,,2,2,4,5,3,3,4,2,0,0,neutral
100386,Male,Loyal Customer,66,Personal Travel,,1034,3,4,2,2,2,2,2,,4,2,5,3,5,2,22,,neutral
64578,Female,Loyal Customer,48,,Business,3390,3,3,3,3,3,,4,5,5,5,5,5,5,3,0,,satisfied
50638,Male,Loyal Customer,68,Personal Travel,Eco,308,3,1,3,4,3,,3,3,2,2,3,2,3,3,,,neutral
95433,Male,Loyal Customer,34,Business travel,Eco Plus,277,,0,0,4,3,0,3,3,2,1,4,2,4,3,0,,neutral
61765,Male,Loyal Customer,50,Personal Travel,Eco,1635,,5,1,5,5,1,5,5,2,5,5,1,5,5,22,,neutral
112593,Male,Loyal Customer,40,Business travel,Business,3786,3,2,2,2,2,2,2,3,3,3,3,2,3,3,16,16,neutral
100395,Male,Loyal Customer,34,,,1073,4,5,3,1,5,3,5,,4,2,4,3,5,5,0,,neutral
83681,Female,Loyal Customer,50,Business travel,Business,577,,4,4,4,3,4,4,3,3,3,3,4,3,3,0,,satisfied
36626,Female,Loyal Customer,57,Business travel,,837,2,1,1,1,2,3,4,2,2,2,2,4,2,3,7,,neutral
82197,Female,Loyal Customer,19,Personal Travel,,1927,4,5,4,2,5,4,5,5,4,2,3,4,4,5,1,12,neutral
38060,Male,Loyal Customer,31,Business travel,,1982,2,2,2,2,5,5,5,5,5,4,3,5,4,5,0,,satisfied
35565,Female,Loyal Customer,40,,,1005,5,1,1,1,5,5,5,,1,5,2,2,3,5,0,0,satisfied
20788,Female,Loyal Customer,39,,,2164,5,2,5,5,2,3,1,5,5,5,5,4,5,3,0,,satisfied
13988,Male,disloyal Customer,21,Business travel,Eco,541,2,0,2,1,4,2,4,4,5,5,4,2,4,4,0,,neutral
121585,Female,Loyal Customer,51,,Eco,536,3,5,5,5,1,1,2,3,3,3,3,3,3,2,0,0,satisfied
107317,Female,Loyal Customer,47,,,2425,4,4,4,4,4,,4,5,5,5,5,3,5,5,73,70,satisfied
39460,Female,Loyal Customer,34,Personal Travel,Eco,129,1,4,1,5,4,1,4,,4,5,5,4,3,4,0,,neutral
57693,Male,Loyal Customer,34,Business travel,,867,1,0,0,3,5,,5,5,3,3,3,1,4,5,1,0,dissatisfied
66556,Male,Loyal Customer,61,,Eco,328,,0,1,2,4,1,4,4,4,3,4,4,4,4,,0,neutral
10473,Male,disloyal Customer,20,,Business,312,4,4,4,1,3,4,3,,5,5,5,4,5,3,37,,satisfied
129420,Male,disloyal Customer,26,Business travel,Business,236,3,4,3,3,1,3,1,1,3,3,4,3,4,1,0,,neutral
63016,Male,disloyal Customer,29,Business travel,Business,967,,4,4,2,4,4,4,4,5,5,4,5,4,4,0,4,neutral
108473,Female,Loyal Customer,44,Personal Travel,Eco,1444,,3,3,4,4,1,2,3,3,3,3,5,3,5,15,24,neutral
25460,Male,Loyal Customer,30,Business travel,,669,5,4,3,4,5,5,5,,5,1,1,3,3,5,0,,satisfied
